timestamp;modelo;turno;resultado_final;cs_code;cs_detail;p_esq;p_dir;th_presente;camera_index;directshow;source;total;ok;ng;yield_pct;test_time_sec;start_time;end_time
2026-02-09 14:30:40;UNICORN_WHITE_15W;1;OK;OK;OK;0.9596;0.9771;0.4;1;True;camera;97;61;36;62.89;0.862;2026-02-09 14:30:39;2026-02-09 14:30:40
2026-02-09 14:30:44;UNICORN_WHITE_15W;1;OK;OK;OK;0.9689;0.9902;0.4;1;True;camera;98;62;36;63.27;0.835;2026-02-09 14:30:43;2026-02-09 14:30:44
2026-02-09 14:31:22;UNICORN_WHITE_15W;1;OK;OK;OK;0.9576;0.9847;0.4;1;True;camera;99;63;36;63.64;1.273;2026-02-09 14:31:21;2026-02-09 14:31:22
2026-02-09 14:34:29;UNICORN_WHITE_15W;1;OK;OK;OK;0.9368;0.9881;0.4;1;True;camera;100;64;36;64.0;1.563;2026-02-09 14:34:27;2026-02-09 14:34:29
2026-02-09 14:34:33;UNICORN_WHITE_15W;1;OK;OK;OK;0.9351;0.9807;0.4;1;True;camera;101;65;36;64.36;1.121;2026-02-09 14:34:32;2026-02-09 14:34:33
2026-02-09 14:43:54;UNICORN_WHITE_15W;1;OK;OK;OK;0.9361;0.9767;0.4;1;True;camera;102;66;36;64.71;2.877;2026-02-09 14:43:51;2026-02-09 14:43:54
2026-02-09 14:43:57;UNICORN_WHITE_15W;1;OK;OK;OK;0.9226;0.9827;0.4;1;True;camera;103;67;36;65.05;0.922;2026-02-09 14:43:56;2026-02-09 14:43:57
2026-02-09 14:43:59;UNICORN_WHITE_15W;1;OK;OK;OK;0.9023;0.9803;0.4;1;True;camera;104;68;36;65.38;0.862;2026-02-09 14:43:58;2026-02-09 14:43:59
2026-02-09 14:44:08;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.40;0.4042;0.232;0.4;1;True;camera;105;68;37;64.76;0.835;2026-02-09 14:44:07;2026-02-09 14:44:08
2026-02-09 14:44:10;UNICORN_WHITE_15W;1;NG;NG_AMBAS;p_esq<0.40 | p_dir<0.40;0.3803;0.22;0.4;1;True;camera;106;68;38;64.15;0.828;2026-02-09 14:44:09;2026-02-09 14:44:10
2026-02-09 14:44:13;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.40;0.4155;0.1665;0.4;1;True;camera;107;68;39;63.55;0.856;2026-02-09 14:44:12;2026-02-09 14:44:13
2026-02-09 14:44:15;UNICORN_WHITE_15W;1;NG;NG_AMBAS;p_esq<0.40 | p_dir<0.40;0.2943;0.1595;0.4;1;True;camera;108;68;40;62.96;0.832;2026-02-09 14:44:15;2026-02-09 14:44:15
2026-02-09 14:44:18;UNICORN_WHITE_15W;1;NG;NG_AMBAS;p_esq<0.40 | p_dir<0.40;0.3901;0.2245;0.4;1;True;camera;109;68;41;62.39;0.845;2026-02-09 14:44:17;2026-02-09 14:44:18
2026-02-09 14:44:20;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.40;0.4184;0.2523;0.4;1;True;camera;110;68;42;61.82;0.838;2026-02-09 14:44:19;2026-02-09 14:44:20
2026-02-09 14:47:20;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.40;0.9726;0.3899;0.4;1;True;camera;111;68;43;61.26;0.837;2026-02-09 14:47:19;2026-02-09 14:47:20
2026-02-09 14:47:27;UNICORN_WHITE_15W;1;OK;OK;OK;0.9775;0.4262;0.4;1;True;camera;112;69;43;61.61;0.824;2026-02-09 14:47:26;2026-02-09 14:47:27
2026-02-09 14:47:45;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.40;0.9747;0.2819;0.4;1;True;camera;113;69;44;61.06;0.930;2026-02-09 14:47:44;2026-02-09 14:47:45
2026-02-09 14:47:47;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.40;0.9684;0.2391;0.4;1;True;camera;114;69;45;60.53;0.812;2026-02-09 14:47:46;2026-02-09 14:47:47
2026-02-09 14:47:50;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.40;0.9774;0.2945;0.4;1;True;camera;115;69;46;60.0;0.928;2026-02-09 14:47:49;2026-02-09 14:47:50
2026-02-09 14:47:53;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.40;0.9671;0.3567;0.4;1;True;camera;116;69;47;59.48;1.016;2026-02-09 14:47:52;2026-02-09 14:47:53
2026-02-09 14:47:55;UNICORN_WHITE_15W;1;OK;OK;OK;0.9642;0.457;0.4;1;True;camera;117;70;47;59.83;0.824;2026-02-09 14:47:55;2026-02-09 14:47:55
2026-02-09 14:48:00;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.40;0.9644;0.3898;0.4;1;True;camera;118;70;48;59.32;0.829;2026-02-09 14:47:59;2026-02-09 14:48:00
2026-02-09 14:48:03;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.40;0.9716;0.2653;0.4;1;True;camera;119;70;49;58.82;0.889;2026-02-09 14:48:02;2026-02-09 14:48:03
2026-02-09 14:48:05;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.40;0.9782;0.25;0.4;1;True;camera;120;70;50;58.33;0.923;2026-02-09 14:48:04;2026-02-09 14:48:05
2026-02-09 14:48:08;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.40;0.9701;0.2658;0.4;1;True;camera;121;70;51;57.85;0.822;2026-02-09 14:48:07;2026-02-09 14:48:08
2026-02-09 14:48:10;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.40;0.9731;0.2946;0.4;1;True;camera;122;70;52;57.38;0.835;2026-02-09 14:48:09;2026-02-09 14:48:10
2026-02-09 14:48:12;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.40;0.9718;0.2873;0.4;1;True;camera;123;70;53;56.91;0.828;2026-02-09 14:48:11;2026-02-09 14:48:12
2026-02-09 14:48:16;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.40;0.9798;0.289;0.4;1;True;camera;124;70;54;56.45;0.898;2026-02-09 14:48:15;2026-02-09 14:48:16
2026-02-09 14:48:19;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.40;0.9776;0.3445;0.4;1;True;camera;125;70;55;56.0;0.817;2026-02-09 14:48:18;2026-02-09 14:48:19
2026-02-09 14:48:22;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.40;0.9783;0.3299;0.4;1;True;camera;126;70;56;55.56;0.835;2026-02-09 14:48:21;2026-02-09 14:48:22
2026-02-09 14:48:24;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.40;0.9754;0.2956;0.4;1;True;camera;127;70;57;55.12;0.825;2026-02-09 14:48:23;2026-02-09 14:48:24
2026-02-09 14:48:27;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.40;0.9759;0.2778;0.4;1;True;camera;128;70;58;54.69;1.476;2026-02-09 14:48:25;2026-02-09 14:48:27
2026-02-09 14:48:29;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.40;0.9666;0.3367;0.4;1;True;camera;129;70;59;54.26;0.893;2026-02-09 14:48:29;2026-02-09 14:48:29
2026-02-09 14:50:37;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.71;0.9845;0.2523;0.71;1;True;camera;130;70;60;53.85;0.913;2026-02-09 14:50:36;2026-02-09 14:50:37
2026-02-09 14:50:51;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.71;0.9814;0.6317;0.71;1;True;camera;131;70;61;53.44;0.963;2026-02-09 14:50:50;2026-02-09 14:50:51
2026-02-09 14:51:04;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.71;0.9799;0.2787;0.71;1;True;camera;132;70;62;53.03;0.964;2026-02-09 14:51:03;2026-02-09 14:51:04
2026-02-09 14:51:33;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.71;0.9729;0.122;0.71;1;True;camera;133;70;63;52.63;0.875;2026-02-09 14:51:32;2026-02-09 14:51:33
2026-02-09 14:51:46;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.71;0.9719;0.3063;0.71;1;True;camera;134;70;64;52.24;0.843;2026-02-09 14:51:45;2026-02-09 14:51:46
2026-02-09 14:52:05;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.71;0.9767;0.4333;0.71;1;True;camera;135;70;65;51.85;0.916;2026-02-09 14:52:04;2026-02-09 14:52:05
2026-02-09 14:52:18;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.71;0.9783;0.2445;0.71;1;True;camera;136;70;66;51.47;0.852;2026-02-09 14:52:17;2026-02-09 14:52:18
2026-02-09 14:52:43;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.71;0.9712;0.3146;0.71;1;True;camera;137;70;67;51.09;0.842;2026-02-09 14:52:42;2026-02-09 14:52:43
2026-02-09 14:52:55;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.71;0.972;0.2035;0.71;1;True;camera;138;70;68;50.72;0.840;2026-02-09 14:52:54;2026-02-09 14:52:55
2026-02-09 14:53:36;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.71;0.9783;0.2614;0.71;1;True;camera;139;70;69;50.36;0.840;2026-02-09 14:53:36;2026-02-09 14:53:36
2026-02-09 14:54:49;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.71;0.8573;0.2719;0.71;1;True;camera;140;70;70;50.0;0.908;2026-02-09 14:54:48;2026-02-09 14:54:49
2026-02-09 14:54:59;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.71;0.9734;0.2173;0.71;1;True;camera;141;70;71;49.65;0.834;2026-02-09 14:54:58;2026-02-09 14:54:59
2026-02-09 14:55:33;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.71;0.9851;0.233;0.71;1;True;camera;142;70;72;49.3;0.841;2026-02-09 14:55:33;2026-02-09 14:55:33
2026-02-09 14:55:44;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.71;0.9787;0.3412;0.71;1;True;camera;143;70;73;48.95;0.918;2026-02-09 14:55:43;2026-02-09 14:55:44
2026-02-09 14:56:03;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.71;0.9721;0.3066;0.71;1;True;camera;144;70;74;48.61;1.502;2026-02-09 14:56:02;2026-02-09 14:56:03
2026-02-09 14:56:17;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.71;0.9794;0.2685;0.71;1;True;camera;145;70;75;48.28;0.874;2026-02-09 14:56:16;2026-02-09 14:56:17
2026-02-09 14:56:31;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.71;0.988;0.2167;0.71;1;True;camera;146;70;76;47.95;0.914;2026-02-09 14:56:30;2026-02-09 14:56:31
2026-02-09 14:56:58;UNICORN_WHITE_15W;1;OK;OK;OK;0.9888;0.9881;0.71;1;True;camera;147;71;76;48.3;0.853;2026-02-09 14:56:57;2026-02-09 14:56:58
2026-02-09 14:57:10;UNICORN_WHITE_15W;1;OK;OK;OK;0.9908;0.9888;0.71;1;True;camera;148;72;76;48.65;0.854;2026-02-09 14:57:09;2026-02-09 14:57:10
2026-02-09 14:57:15;UNICORN_WHITE_15W;1;OK;OK;OK;0.9869;0.9864;0.71;1;True;camera;149;73;76;48.99;0.859;2026-02-09 14:57:14;2026-02-09 14:57:15
2026-02-09 14:57:22;UNICORN_WHITE_15W;1;OK;OK;OK;0.9752;0.9948;0.71;1;True;camera;150;74;76;49.33;0.903;2026-02-09 14:57:21;2026-02-09 14:57:22
2026-02-09 14:57:30;UNICORN_WHITE_15W;1;OK;OK;OK;0.9635;0.9962;0.71;1;True;camera;151;75;76;49.67;0.846;2026-02-09 14:57:29;2026-02-09 14:57:30
2026-02-09 14:57:35;UNICORN_WHITE_15W;1;OK;OK;OK;0.9683;0.9844;0.71;1;True;camera;152;76;76;50.0;0.855;2026-02-09 14:57:35;2026-02-09 14:57:35
2026-02-09 14:57:39;UNICORN_WHITE_15W;1;OK;OK;OK;0.9791;0.9852;0.71;1;True;camera;153;77;76;50.33;0.880;2026-02-09 14:57:39;2026-02-09 14:57:39
2026-02-09 14:57:47;UNICORN_WHITE_15W;1;OK;OK;OK;0.9944;0.9856;0.71;1;True;camera;154;78;76;50.65;0.843;2026-02-09 14:57:46;2026-02-09 14:57:47
2026-02-09 14:58:21;UNICORN_WHITE_15W;1;OK;OK;OK;0.9815;0.9927;0.71;1;True;camera;155;79;76;50.97;0.837;2026-02-09 14:58:20;2026-02-09 14:58:21
2026-02-09 14:58:51;UNICORN_WHITE_15W;1;OK;OK;OK;0.9733;0.9916;0.71;1;True;camera;156;80;76;51.28;0.855;2026-02-09 14:58:50;2026-02-09 14:58:51
2026-02-09 14:59:03;UNICORN_WHITE_15W;1;OK;OK;OK;0.9854;0.9837;0.71;1;True;camera;157;81;76;51.59;0.906;2026-02-09 14:59:02;2026-02-09 14:59:03
2026-02-09 14:59:16;UNICORN_WHITE_15W;1;OK;OK;OK;0.9801;0.9874;0.71;1;True;camera;158;82;76;51.9;0.844;2026-02-09 14:59:16;2026-02-09 14:59:16
2026-02-09 15:00:24;UNICORN_WHITE_15W;1;OK;OK;OK;0.9677;0.7808;0.71;1;True;camera;159;83;76;52.2;0.897;2026-02-09 15:00:23;2026-02-09 15:00:24
2026-02-09 15:00:42;UNICORN_WHITE_15W;1;OK;OK;OK;0.9752;0.9913;0.71;1;True;camera;160;84;76;52.5;0.845;2026-02-09 15:00:41;2026-02-09 15:00:42
2026-02-09 15:01:04;UNICORN_WHITE_15W;1;OK;OK;OK;0.97;0.9624;0.71;1;True;camera;161;85;76;52.8;0.873;2026-02-09 15:01:03;2026-02-09 15:01:04
2026-02-09 15:01:33;UNICORN_WHITE_15W;1;OK;OK;OK;0.96;0.9806;0.71;1;True;camera;162;86;76;53.09;1.469;2026-02-09 15:01:31;2026-02-09 15:01:33
2026-02-09 15:01:53;UNICORN_WHITE_15W;1;OK;OK;OK;0.9805;0.9891;0.71;1;True;camera;163;87;76;53.37;0.928;2026-02-09 15:01:52;2026-02-09 15:01:53
2026-02-09 15:02:07;UNICORN_WHITE_15W;1;OK;OK;OK;0.9786;0.9617;0.71;1;True;camera;164;88;76;53.66;0.838;2026-02-09 15:02:07;2026-02-09 15:02:07
2026-02-09 15:02:27;UNICORN_WHITE_15W;1;OK;OK;OK;0.9788;0.962;0.71;1;True;camera;165;89;76;53.94;0.864;2026-02-09 15:02:26;2026-02-09 15:02:27
2026-02-09 15:02:44;UNICORN_WHITE_15W;1;OK;OK;OK;0.9702;0.9801;0.71;1;True;camera;166;90;76;54.22;0.922;2026-02-09 15:02:43;2026-02-09 15:02:44
2026-02-09 15:03:04;UNICORN_WHITE_15W;1;OK;OK;OK;0.97;0.9769;0.71;1;True;camera;167;91;76;54.49;0.916;2026-02-09 15:03:03;2026-02-09 15:03:04
2026-02-09 15:03:22;UNICORN_WHITE_15W;1;NG;NG_AMBAS;p_esq<0.71 | p_dir<0.71;0.0488;0.035;0.71;1;True;camera;168;91;77;54.17;0.880;2026-02-09 15:03:21;2026-02-09 15:03:22
2026-02-09 15:03:35;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.71;0.988;0.2262;0.71;1;True;camera;169;91;78;53.85;0.876;2026-02-09 15:03:34;2026-02-09 15:03:35
2026-02-09 15:03:47;UNICORN_WHITE_15W;1;NG;NG_ESQ;p_esq<0.71;0.0549;0.9611;0.71;1;True;camera;170;91;79;53.53;0.840;2026-02-09 15:03:46;2026-02-09 15:03:47
2026-02-09 15:04:02;UNICORN_WHITE_15W;1;OK;OK;OK;0.9637;0.9707;0.71;1;True;camera;171;92;79;53.8;0.882;2026-02-09 15:04:01;2026-02-09 15:04:02
2026-02-09 15:04:15;UNICORN_WHITE_15W;1;OK;OK;OK;0.9875;0.9374;0.71;1;True;camera;172;93;79;54.07;0.854;2026-02-09 15:04:15;2026-02-09 15:04:15
2026-02-09 18:52:24;UNICORN_WHITE_15W;1;OK;OK;OK;0.9857;0.947;0.71;1;True;camera;1;1;0;100.0;0.940;2026-02-09 18:52:23;2026-02-09 18:52:24
2026-02-09 18:53:06;UNICORN_WHITE_15W;1;OK;OK;OK;0.9875;0.9219;0.71;1;True;camera;2;2;0;100.0;0.946;2026-02-09 18:53:05;2026-02-09 18:53:06
2026-02-09 18:53:09;UNICORN_WHITE_15W;1;OK;OK;OK;0.9851;0.9433;0.71;1;True;camera;3;3;0;100.0;0.826;2026-02-09 18:53:08;2026-02-09 18:53:09
2026-02-09 18:53:18;UNICORN_WHITE_15W;1;NG;NG_AMBAS;p_esq<0.71 | p_dir<0.71;0.1087;0.0476;0.71;1;True;camera;4;3;1;75.0;0.882;2026-02-09 18:53:17;2026-02-09 18:53:18
2026-02-09 18:53:29;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.71;0.9797;0.0915;0.71;1;True;camera;5;3;2;60.0;0.840;2026-02-09 18:53:28;2026-02-09 18:53:29
2026-02-09 18:53:37;UNICORN_WHITE_15W;1;NG;NG_ESQ;p_esq<0.71;0.1114;0.9631;0.71;1;True;camera;6;3;3;50.0;0.906;2026-02-09 18:53:37;2026-02-09 18:53:37
2026-02-09 18:53:44;UNICORN_WHITE_15W;1;OK;OK;OK;0.9822;0.9559;0.71;1;True;camera;7;4;3;57.14;0.881;2026-02-09 18:53:43;2026-02-09 18:53:44
2026-02-09 20:05:17;UNICORN_WHITE_15W;1;OK;OK;OK;0.9859;0.9634;0.71;1;True;camera;8;5;3;62.5;0.975;2026-02-09 20:05:16;2026-02-09 20:05:17
2026-02-09 20:05:36;UNICORN_WHITE_15W;1;OK;OK;OK;0.9878;0.9473;0.71;1;True;camera;9;6;3;66.67;0.832;2026-02-09 20:05:36;2026-02-09 20:05:36
2026-02-09 20:25:01;UNICORN_WHITE_15W;1;OK;OK;OK;0.9788;0.9129;0.71;1;True;camera;10;7;3;70.0;0.873;2026-02-09 20:25:00;2026-02-09 20:25:01
2026-02-09 20:38:20;UNICORN_WHITE_15W;1;OK;OK;OK;0.982;0.9282;0.71;1;True;camera;11;8;3;72.73;0.945;2026-02-09 20:38:19;2026-02-09 20:38:20
2026-02-09 20:38:54;UNICORN_WHITE_15W;1;NG;NG_AMBAS;p_esq<0.71 | p_dir<0.71;0.1611;0.0268;0.71;1;True;camera;12;8;4;66.67;1.521;2026-02-09 20:38:52;2026-02-09 20:38:54
2026-02-09 20:39:15;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.71;0.9799;0.0547;0.71;1;True;camera;13;8;5;61.54;1.031;2026-02-09 20:39:14;2026-02-09 20:39:15
2026-02-09 20:40:28;UNICORN_WHITE_15W;1;OK;OK;OK;0.9868;0.9241;0.71;1;True;camera;14;9;5;64.29;0.953;2026-02-09 20:40:27;2026-02-09 20:40:28
2026-02-09 20:40:47;UNICORN_WHITE_15W;1;NG;NG_AMBAS;p_esq<0.71 | p_dir<0.71;0.0817;0.0189;0.71;1;True;camera;15;9;6;60.0;0.845;2026-02-09 20:40:47;2026-02-09 20:40:47
2026-02-09 20:41:03;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.71;0.9835;0.0799;0.71;1;True;camera;16;9;7;56.25;0.865;2026-02-09 20:41:02;2026-02-09 20:41:03
2026-02-09 20:41:20;UNICORN_WHITE_15W;1;NG;NG_ESQ;p_esq<0.71;0.0959;0.9546;0.71;1;True;camera;17;9;8;52.94;0.940;2026-02-09 20:41:19;2026-02-09 20:41:20
2026-02-09 20:55:46;UNICORN_WHITE_15W;1;OK;OK;OK;0.9871;0.9397;0.71;1;True;camera;18;10;8;55.56;0.916;2026-02-09 20:55:45;2026-02-09 20:55:46
2026-02-09 20:56:06;UNICORN_WHITE_15W;1;NG;NG_AMBAS;p_esq<0.71 | p_dir<0.71;0.0938;0.0152;0.71;1;True;camera;19;10;9;52.63;0.989;2026-02-09 20:56:05;2026-02-09 20:56:06
2026-02-09 20:56:22;UNICORN_WHITE_15W;1;NG;NG_DIR;p_dir<0.71;0.984;0.0591;0.71;1;True;camera;20;10;10;50.0;0.821;2026-02-09 20:56:21;2026-02-09 20:56:22
2026-02-09 20:56:38;UNICORN_WHITE_15W;1;NG;NG_ESQ;p_esq<0.71;0.1101;0.9436;0.71;1;True;camera;21;10;11;47.62;0.848;2026-02-09 20:56:38;2026-02-09 20:56:38
